"X","Y","src_geo","clc_quartier","clc_secteur","id_arbre","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_situation","dte_plantation","age_estim","clc_nbr_diag","dte_abattage","nomfrancais","feuillage","remarquable"
"1718470.5062","8295443.5923","Orthophoto","Quartier du vermandois","Serpentine nord","183","7","3",35,"En place","Jeune","Groupe","",15,NA,NA,"Betpen","Feuillu","Non"
"1719066.6741","8294933.9135","Orthophoto","Quartier du vermandois","Serpentine sud","183","12","1",105,"En place","Jeune","Groupe","",15,NA,NA,"Cedatl","Conifère","Non"
"1720109.9621","8296458.5609","Orthophoto","Quartier saint-jean","Stade paul debrésie","183","3","2",40,"En place","Jeune","Alignement","",10,0,NA,"Plaace","Feuillu","Non"
"1721862.3811","8296213.9859","Orthophoto","Omissy","Terrain aventure europe","183","12","5",106,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1718900.6322","8295319.7211","Orthophoto","Quartier du vermandois","Avenue archimède","184","7","0",110,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1721507.0553","8295742.235","Orthophoto","Quartier de l'europe","Avenue robert schuman","184","5","2",40,"En place","Adulte","Alignement","",30,0,NA,"Magkob","Feuillu","Non"
"1722272.249","8293942.3038","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","184","10","3",105,"En place","Adulte","Alignement","",35,0,NA,"Acepse","Feuillu","Non"
"1720864.5084","8294893.7411","Orthophoto","Quartier remicourt","Parc des champs-elysées","184","15","5",165,"En place","Adulte","Alignement","",80,0,NA,"Aeship","Feuillu","Non"
"1721396.7544","8293631.0068","Orthophoto","Quartier du faubourg d'isle","Parvis gare","184","4","2",35,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Salalbche","Feuillu","Non"
"1718015.0449","8294810.684","","Quartier saint-martin - oëstres","Rue andré missenard","184","11","2",126,"En place","Jeune","Alignement","",10,NA,NA,"Salalb","Feuillu","Non"
"1718458.4397","8295451.836","Orthophoto","Quartier du vermandois","Serpentine nord","184","6","2",36,"En place","Jeune","Groupe","",15,NA,NA,"Betutijac","Feuillu","Non"
"1719063.6238","8294940.5958","Orthophoto","Quartier du vermandois","Serpentine sud","184","10","3",133,"En place","Jeune","Groupe","",15,NA,NA,"Pruavi","Feuillu","Non"
"1720105.1703","8296457.4696","Orthophoto","Quartier saint-jean","Stade paul debrésie","184","3","2",10,"En place","Jeune","Alignement","",5,0,NA,"Plaace","Feuillu","Non"
"1721863.2615","8296216.6013","Orthophoto","Omissy","Terrain aventure europe","184","12","5",95,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1718904.9151","8295314.8085","Orthophoto","Quartier du vermandois","Avenue archimède","185","7","0",125,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1721517.0743","8295749.3748","Orthophoto","Quartier de l'europe","Avenue robert schuman","185","4","2",35,"Remplacé","Adulte","Alignement","",30,0,2017-09-30,"Magkob","Feuillu","Non"
"1722283.0367","8293937.8638","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","185","10","2",90,"En place","Adulte","Alignement","",35,0,NA,"Acepse","Feuillu","Non"
"1720869.131","8294886.9876","Orthophoto","Quartier remicourt","Parc des champs-elysées","185","15","5",180,"En place","Adulte","Alignement","",80,0,NA,"Aeship","Feuillu","Non"
"1721413.0416","8293625.3997","Orthophoto","Quartier du faubourg d'isle","Parvis gare","185","4","2",25,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Pyrcalcha","Feuillu","Non"
"1718019.8089","8294811.0736","","Quartier saint-martin - oëstres","Rue andré missenard","185","11","2",152,"En place","Jeune","Alignement","",10,NA,NA,"Salalb","Feuillu","Non"
"1718457.4457","8295455.3842","Orthophoto","Quartier du vermandois","Serpentine nord","185","6","2",37,"En place","Jeune","Groupe","",15,NA,NA,"Betutijac","Feuillu","Non"
"1719062.119","8294945.4915","Orthophoto","Quartier du vermandois","Serpentine sud","185","12","0",120,"En place","Jeune","Groupe","",15,NA,NA,"Cedatl","Conifère","Non"
"1720100.3454","8296456.3123","Orthophoto","Quartier saint-jean","Stade paul debrésie","185","3","2",10,"En place","Jeune","Alignement","",5,0,NA,"Plaace","Feuillu","Non"
"1721859.1911","8296210.6633","Orthophoto","Omissy","Terrain aventure europe","185","12","5",91,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1718909.9258","8295309.0611","Orthophoto","Quartier du vermandois","Avenue archimède","186","7","0",140,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1721527.0141","8295756.3825","Orthophoto","Quartier de l'europe","Avenue robert schuman","186","4","2",30,"En place","Adulte","Alignement","",30,0,NA,"Magkob","Feuillu","Non"
"1722294.0883","8293937.1781","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","186","10","2",75,"En place","Adulte","Alignement","",35,0,NA,"Acepse","Feuillu","Non"
"1720873.98","8294879.9193","Orthophoto","Quartier remicourt","Parc des champs-elysées","186","15","5",169,"En place","Adulte","Alignement","",80,0,NA,"Aeship","Feuillu","Non"
"1721419.353","8293621.6923","Orthophoto","Quartier du faubourg d'isle","Parvis gare","186","4","2",29,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Quecer","Feuillu","Non"
"1718031.4841","8294834.2976","","Quartier saint-martin - oëstres","Rue andré missenard","186","11","2",199,"En place","Jeune","Alignement","",10,NA,NA,"Salalb","Feuillu","Non"
"1718453.9177","8295456.6723","Orthophoto","Quartier du vermandois","Serpentine nord","186","7","2",47,"En place","Jeune","Groupe","",15,NA,NA,"Betutijac","Feuillu","Non"
"1719061.6686","8294948.4327","Orthophoto","Quartier du vermandois","Serpentine sud","186","8","2.5",44,"En place","Jeune","Groupe","",15,NA,NA,"Betpen","Feuillu","Non"
"1720095.3224","8296454.8574","Orthophoto","Quartier saint-jean","Stade paul debrésie","186","3","2",90,"En place","Jeune","Alignement","",10,0,NA,"Plaace","Feuillu","Non"
"1721860.6263","8296218.326","Orthophoto","Omissy","Terrain aventure europe","186","12","5",86,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1718914.7974","8295303.473","Orthophoto","Quartier du vermandois","Avenue archimède","187","7","0",140,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1721537.0597","8295763.4695","Orthophoto","Quartier de l'europe","Avenue robert schuman","187","4","2",30,"En place","Adulte","Alignement","",30,0,NA,"Magkob","Feuillu","Non"
"1722305.5096","8293938.0789","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","187","13","2",100,"En place","Adulte","Alignement","",35,0,NA,"Acepse","Feuillu","Non"
"1720878.7533","8294873.0776","Orthophoto","Quartier remicourt","Parc des champs-elysées","187","15","5",157,"En place","Adulte","Alignement","",80,0,NA,"Aeship","Feuillu","Non"
"1721416.1344","8293612.629","Orthophoto","Quartier du faubourg d'isle","Parvis gare","187","4","2",25,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Alnspa","Feuillu","Non"
"1718031.1891","8294841.8928","","Quartier saint-martin - oëstres","Rue andré missenard","187","11","2",139,"En place","Jeune","Alignement","",10,NA,NA,"Salalb","Feuillu","Non"
"1718443.2666","8295467.8806","Orthophoto","Quartier du vermandois","Serpentine nord","187","9","1.5",120,"En place","Jeune","Groupe","",15,NA,NA,"Cedatlgla","Conifère","Non"
"1719061.1456","8294952.1289","Orthophoto","Quartier du vermandois","Serpentine sud","187","8","2.5",49,"En place","Jeune","Groupe","",15,NA,NA,"Betpen","Feuillu","Non"
"1720090.4646","8296453.5018","Orthophoto","Quartier saint-jean","Stade paul debrésie","187","3","2",90,"En place","Jeune","Alignement","",10,0,NA,"Plaace","Feuillu","Non"
"1721862.7814","8296223.1052","Orthophoto","Omissy","Terrain aventure europe","187","12","5",100,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1718919.8353","8295297.6943","Orthophoto","Quartier du vermandois","Avenue archimède","188","7","0",95,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1721619.6072","8295792.6617","Orthophoto","Quartier de l'europe","Avenue robert schuman","188","15","2",135,"En place","Adulte","Isolé","",40,0,NA,"Carbet","Feuillu","Non"
"1722315.873","8293942.2049","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","188","13","2",80,"En place","Adulte","Alignement","",35,0,NA,"Acepse","Feuillu","Non"
"1720883.0505","8294866.5063","Orthophoto","Quartier remicourt","Parc des champs-elysées","188","15","5",173,"En place","Adulte","Alignement","",80,0,NA,"Aeship","Feuillu","Non"
"1721416.7194","8293606.109","Orthophoto","Quartier du faubourg d'isle","Parvis gare","188","4","2",25,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Alnspa","Feuillu","Non"
"1718035.7091","8294837.6014","","Quartier saint-martin - oëstres","Rue andré missenard","188","11","2",125,"En place","Jeune","Alignement","",10,NA,NA,"Salalb","Feuillu","Non"
"1718440.82","8295471.7393","Orthophoto","Quartier du vermandois","Serpentine nord","188","8","3",50,"En place","Jeune","Groupe","",15,NA,NA,"Betpen","Feuillu","Non"
"1719058.4942","8294962.0362","Orthophoto","Quartier du vermandois","Serpentine sud","188","11","2",120,"En place","Jeune","Groupe","",15,NA,NA,"Cedatl","Conifère","Non"
"1720085.6067","8296452.2783","Orthophoto","Quartier saint-jean","Stade paul debrésie","188","3","2",90,"En place","Jeune","Alignement","",10,0,NA,"Plaace","Feuillu","Non"
"1721857.3081","8296222.3123","Orthophoto","Omissy","Terrain aventure europe","188","12","5",105,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1718924.8269","8295291.9688","Orthophoto","Quartier du vermandois","Avenue archimède","189","7","0",80,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1721605.6212","8295836.4481","Orthophoto","Quartier de l'europe","Avenue robert schuman","189","17","3",170,"En place","Adulte","Alignement","",50,0,NA,"Tilhen","Feuillu","Non"
"1722325.76","8293948.9219","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","189","13","2",95,"En place","Adulte","Alignement","",35,0,NA,"Acepse","Feuillu","Non"
"1720887.6977","8294859.5478","Orthophoto","Quartier remicourt","Parc des champs-elysées","189","15","5",170,"En place","Adulte","Alignement","",80,0,NA,"Aeship","Feuillu","Non"
"1721420.0265","8293605.5949","Orthophoto","Quartier du faubourg d'isle","Parvis gare","189","4","2",23,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Alnspa","Feuillu","Non"
"1718017.5573","8294838.5879","","Quartier saint-martin - oëstres","Rue andré missenard","189","4","2",34,"En place","Jeune","Alignement","",10,NA,NA,"Mal","Feuillu","Non"
"1718437.1801","8295479.0817","Orthophoto","Quartier du vermandois","Serpentine nord","189","8","3",45,"En place","Jeune","Groupe","",15,NA,NA,"Betpen","Feuillu","Non"
"1719057.556","8294977.1679","Orthophoto","Quartier du vermandois","Serpentine sud","189","10","1",130,"En place","Jeune","Groupe","",15,NA,NA,"Cedatl","Conifère","Non"
"1720080.6828","8296450.8235","Orthophoto","Quartier saint-jean","Stade paul debrésie","189","3","2",90,"En place","Jeune","Alignement","",10,0,NA,"Plaace","Feuillu","Non"
"1721860.1887","8296223.0449","Orthophoto","Omissy","Terrain aventure europe","189","12","5",114,"En place","Adulte","Groupe","",30,0,NA,"Pinnignig","Conifère","Non"
"1722197.7112","8295112.5669","Orthophoto","Quartier remicourt","Auberge de jeunesse","19","4","2",20,"En place","Jeune","Isolé","",5,0,NA,"Fagsyl","Feuillu","Non"
"1718601.1881","8295527.3564","Orthophoto","Quartier du vermandois","Avenue archimède","19","7","0",95,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1721890.2205","8294973.8887","Orthophoto","Quartier remicourt","Avenue aristide briand","19","5","2",25,"En place","Jeune","Alignement","",10,0,NA,"Amelam","Feuillu","Non"
"1721851.0312","8295554.9166","Orthophoto","Quartier de l'europe","Avenue buffon","19","17","3",130,"En place","Adulte","Groupe","",40,0,NA,"Acepla","Feuillu","Non"
"1721669.7255","8295163.474","Orthophoto","Quartier remicourt","Avenue de la république","19","3","2",25,"En place","Jeune","Alignement","2012/11/01 00:00:00+00",8,0,NA,"Acecamros","Feuillu","Non"
"1722090.6982","8295442.3156","Orthophoto","Quartier remicourt","Avenue de la résistance","19","16","2",100,"En place","Adulte","Groupe","",35,0,NA,"Carbet","Feuillu","Non"
"1722528.5574","8293504.2071","Orthophoto","Quartier du faubourg d'isle","Avenue des fusillés de fontaine notre dame","19","6","2",85,"En place","Adulte","Alignement","",40,0,NA,"Pyrcal","Feuillu","Non"
"1718636.0957","8293464.3317","Orthophoto","Quartier saint-martin - oëstres","Avenue du cimetière de la tombelle","19","6","2",125,"En place","Adulte","Alignement","",50,0,NA,"Prucerpis","Feuillu","Non"
"1721480.7725","8293844.0825","Orthophoto","Quartier remicourt","Avenue du général de gaulle","19","5","3",175,"En place","Adulte","Alignement","",45,0,NA,"Tilcor","Feuillu","Non"
"1720295.0313","8294022.1016","Orthophoto","Quartier du centre-ville","Avenue faidherbe","19","4","2",25,"En place","Jeune","Alignement","2013/10/01 00:00:00+00",10,0,NA,"Pyrcalcha","Feuillu","Non"
"1721649.7647","8293665.0476","Orthophoto","Quartier du faubourg d'isle","Avenue léo lagrange","19","5","2",20,"Remplacé","Jeune","Alignement","",5,0,2012-11-01,"Quepal","Feuillu","Non"
"1722906.6067","8293108.2446","Orthophoto","Quartier du faubourg d'isle","Avenue pierre chocquart","19","9","2",100,"En place","Adulte","Alignement","",30,0,NA,"Tilcor","Feuillu","Non"
"1721469.8814","8295790.178","Orthophoto","Quartier de l'europe","Avenue robert schuman","19","13","2",45,"En place","Adulte","Alignement","",35,0,NA,"Aceneg","Feuillu","Non"
"1720718.3395","8296060.763","Orthophoto","Quartier saint-jean","Banque alimentaire","19","6","2",19,"En place","Jeune","Alignement","",5,0,NA,"Pruserkan","Feuillu","Non"
"1721278.1969","8293146.3068","Orthophoto","Quartier du faubourg d'isle","Boulevard cordier","19","6","5",170,"En place","Adulte","Alignement","",40,0,NA,"Tilcor","Feuillu","Non"
"1719769.0392","8294132.2045","Orthophoto","Quartier saint-martin - oëstres","Boulevard de verdun","19","17","5",235,"Supprimé","Adulte","Alignement","",80,0,2014-05-01,"Plaace","Feuillu","Non"
"1721617.3925","8292766.628","Orthophoto","Quartier du faubourg d'isle","Boulevard du docteur camille guérin","19","17","2",160,"En place","Adulte","Alignement","",40,0,NA,"Plaace","Feuillu","Non"
"1721674.3569","8292848.0513","Orthophoto","Quartier du faubourg d'isle","Boulevard du maréchal juin","19","6","2",28,"En place","Jeune","Alignement","2013/11/01 00:00:00+00",1,0,NA,"Acecam","Feuillu","Non"
"1721074.7595","8294769.7762","Orthophoto","Quartier remicourt","Boulevard gambetta","19","8","3",65,"En place","Jeune","Alignement","",15,0,NA,"Lirtul","Feuillu","Non"
"1721840.3171","8294327.7698","Orthophoto","Quartier remicourt","Boulevard jean bouin","19","7","2",113,"En place","Adulte","Alignement","",50,0,NA,"Prucerpis","Feuillu","Non"
"1720938.2578","8293546.7744","Orthophoto","Quartier du centre-ville","Boulevard léon blum","19","14","9",160,"En place","Adulte","Alignement","",80,1,NA,"Plaace","Feuillu","Non"
"1720961.152","8294939.624","Orthophoto","Quartier remicourt","Boulevard roosevelt","19","7","2",98,"En place","Adulte","Alignement","",50,0,NA,"Cralaepau","Feuillu","Non"
"1720293.1317","8293754.4746","Orthophoto","Quartier du centre-ville","Boulevard victor hugo","19","8","2",85,"En place","Adulte","Alignement","",50,0,NA,"Carbetfas","Feuillu","Non"
"1721895.8587","8293395.371","Orthophoto","Quartier du faubourg d'isle","Ccas","19","4","1",37,"En place","Jeune","Isolé","",10,0,NA,"Buxsem","Feuillu","Non"
"1722463.4923","8292195.3765","","Quartier du faubourg d'isle","Centre technique de l'agglomération","19","6","2",57,"En place","Jeune","Isolé","",10,NA,NA,"Pautom","Feuillu","Non"
"1722038.9103","8296273.9415","Orthophoto","Omissy","Chemin de morcourt","19","18","2",91,"En place","Adulte","Alignement","",30,0,NA,"Pinnignig","Conifère","Non"
"1718625.8315","8293190.9358","Orthophoto","Quartier saint-martin - oëstres","Cimetière de la tombelle","19","10","2",105,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1722619.0236","8293923.0037","Orthophoto","Quartier du faubourg d'isle","Cimetière sud - chemin d'harly","19","11","1",119,"En place","Adulte","Isolé","",35,0,NA,"Pinnignig","Conifère","Non"
"1722275.962","8292744.2698","Orthophoto","Quartier de neuville","Ecole élémentaire eugène corette","19","6","2",130,"En place","Adulte","Groupe","",40,0,NA,"Pruserkan","Feuillu","Non"
"1719353.5381","8294849.0832","Orthophoto","Quartier du vermandois","Ecole maternelle maria montessori","19","4","0",31,"En place","Jeune","Alignement","",8,0,NA,"Carbet","Feuillu","Non"
"1721977.8371","8295965.9369","Orthophoto","Omissy","Ecole maternelle paul bert","19","10","1",122,"En place","Adulte","Alignement","",35,0,NA,"Carbet","Feuillu","Non"
"1721391.8111","8295946.6214","Orthophoto","Quartier de l'europe","Ecole maternelle pierre laroche","19","16","4",60,"En place","Adulte","Groupe","",35,0,NA,"Betpen","Feuillu","Non"
"1722027.6402","8295017.7539","Orthophoto","Quartier remicourt","Ecole primaire françois collery","19","20","2",226,"En place","Adulte","Groupe","",50,0,NA,"Aeship","Feuillu","Non"
"1722818.4203","8292994.4723","Orthophoto","Quartier de neuville","Ecole primaire henri arnould","19","18","3",125,"En place","Adulte","Groupe","",40,0,NA,"Tilcor","Feuillu","Non"
"1721912.2062","8296022.7638","Orthophoto","Omissy","Ecole primaire paul bert","19","6","2",132,"En place","Adulte","Groupe","",45,0,NA,"Pruserkan","Feuillu","Non"
"1721384.0633","8295840.8338","Orthophoto","Quartier de l'europe","Ecole primaire pierre laroche","19","17","3",135,"En place","Adulte","Groupe","",40,0,NA,"Pinnignig","Conifère","Non"
"1719041.686","8295240.5457","Orthophoto","Quartier du vermandois","Espace creatis","19","5","2",32,"En place","Jeune","Alignement","",10,NA,NA,"Fraorn","Feuillu","Non"
"1721580.1834","8296270.5621","Orthophoto","Quartier de l'europe","Espace de glisse","19","22","2",225,"En place","Adulte","Groupe","",40,0,NA,"Acepse","Feuillu","Non"
"1721335.4076","8292870.2464","","Quartier du faubourg d'isle","Giratoire camille guerin","19","15","3",125,"En place","Jeune","Alignement","",25,NA,NA,"Plaace","Feuillu","Non"
"1719559.7557","8294826.6339","Orthophoto","Quartier saint-jean","Groupe scolaire georges bachy","19","12","0",80,"Supprimé","Adulte","Alignement","",30,0,2019-06-30,"Aceneg","Feuillu","Non"
"1721311.4128","8296216.69","Orthophoto","Quartier de l'europe","Gymnase bertrand gamess","19","10","2",40,"En place","Jeune","Isolé","",10,0,NA,"Betpen","Feuillu","Non"
"1721999.4468","8296278.6586","Orthophoto","Omissy","Gymnase lep","19","11","2",85,"En place","Adulte","Alignement","",35,0,NA,"Acepla","Feuillu","Non"
"1720831.2871","8294828.4323","Orthophoto","Quartier remicourt","Jardin d'horticulture","19","12","2",96,"En place","Adulte","Groupe","",50,0,NA,"Fagsylpen","Feuillu","Non"
"1722665.9772","8294292.1811","Orthophoto","Quartier du faubourg d'isle","Parc animalier du parc d'isle","19","4","2",22,"En place","Jeune","Groupe","2017/01/01 00:00:00+00",10,0,NA,"Acerub","Feuillu","Non"
"1721947.3711","8293825.8755","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","19","9","0.5",60,"En place","Adulte","Isolé","",20,0,NA,"Prucerpis","Feuillu","Non"
"1721162.2493","8294547.2476","Orthophoto","Quartier remicourt","Parc des champs-elysées","19","25","14",215,"Essouché","Adulte","Groupe","",80,1,2012-08-01,"Tilcor","Feuillu","Non"
"1721490.4991","8293553.7289","Orthophoto","Quartier du faubourg d'isle","Parvis gare","19","6","2",26,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Alnspa","Feuillu","Non"
"1720175.8722","8296237.7262","Orthophoto","Quartier saint-jean","Parvis stade paul debrésie","19","6","2",50,"En place","Jeune","Alignement","",25,0,NA,"Acepse","Feuillu","Non"
"1722306.903","8294949.9112","Orthophoto","Quartier remicourt","Piscine jean bouin","19","14","2",105,"En place","Adulte","Alignement","",40,0,NA,"Tilcor","Feuillu","Non"
"1721536.3039","8293394.5272","Orthophoto","Quartier du faubourg d'isle","Place cordier","19","7","3",50,"En place","Jeune","Groupe","",25,0,NA,"Pinsyl","Conifère","Non"
"1721199.5997","8293720.163","Orthophoto","Quartier du centre-ville","Place du 8 octobre","19","6","2",38,"En place","Jeune","Alignement","",15,0,NA,"Alngluimp","Feuillu","Non"
"1721320.289","8294375.255","Orthophoto","Quartier remicourt","Place du nain d'alsace","19","9","4",98,"Essouché","Jeune","Isolé","",25,0,2018-10-31,"Betpen","Feuillu","Non"
"1720615.188","8294264.8965","Orthophoto","Quartier du centre-ville","Place gaspard de coligny","19","7","4",45,"En place","Jeune","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1720563.6909","8294331.197","Orthophoto","Quartier du centre-ville","Place gracchus babeuf","19","10","4",130,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1722014.9011","8293071.2505","Orthophoto","Quartier du faubourg d'isle","Place stalingrad","19","4","0",90,"En place","Jeune","Alignement","",15,0,NA,"Parper","Feuillu","Non"
"1721095.6459","8293514.7374","Orthophoto","Quartier du centre-ville","Quai gayant","19","6","2",37,"En place","Jeune","Alignement","",15,0,NA,"Querub","Feuillu","Non"
"1718437.4083","8292414.5091","Orthophoto","Quartier saint-martin - oëstres","Résidence charleroi","19","8","0",60,"En place","Jeune","Alignement","",10,0,NA,"Querob","Feuillu","Non"
"1719158.8505","8294724.8091","Orthophoto","Quartier du vermandois","Route d'amiens","19","11","1",110,"En place","Adulte","Groupe","",25,0,NA,"Carbet","Feuillu","Non"
"1719686.9668","8294230.5652","Orthophoto","Quartier saint-martin - oëstres","Rue alexandre dumas","19","8","2",70,"En place","Adulte","Alignement","",20,0,NA,"Betpen","Feuillu","Non"
"1721168.3408","8295518.0622","Orthophoto","Quartier remicourt","Rue ampère","19","7","0",35,"En place","Jeune","Alignement","",10,0,NA,"Fagsyl","Feuillu","Non"
"1721819.1015","8295537.7118","Orthophoto","Quartier de l'europe","Rue archimède","19","16","2",115,"En place","Adulte","Alignement","",25,0,NA,"Tilcor","Feuillu","Non"
"1721654.9557","8296119.2944","Orthophoto","Quartier de l'europe","Rue boileau","19","6","2",155,"En place","Adulte","Alignement","",35,0,NA,"Acepse","Feuillu","Non"
"1721366.6999","8296129.0869","Orthophoto","Quartier de l'europe","Rue d'alembert","19","3","0",13,"En place","Jeune","Groupe","",5,0,NA,"Queile","Feuillu","Non"
"1719540.2228","8295462.431","Orthophoto","Quartier du vermandois","Rue d'artois","19","6","2",78,"En place","Adulte","Alignement","",30,0,NA,"Malpereve","Feuillu","Non"
"1720788.9124","8294854.3739","Orthophoto","Quartier remicourt","Rue de baudreuil","19","17","4",121,"En place","Adulte","Alignement","",50,0,NA,"Robpse","Feuillu","Non"
"1718950.9825","8294406.4558","Orthophoto","Quartier saint-martin - oëstres","Rue de la chaussée romaine","19","7","3",195,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1722072.4627","8292792.5185","Orthophoto","Quartier du faubourg d'isle","Rue de la fère","19","4","3",95,"En place","Adulte","Alignement","",30,0,NA,"Tilcor","Feuillu","Non"
"1719196.5378","8293000.8517","Orthophoto","Quartier saint-martin - oëstres","Rue de paris","19","10","7",165,"En place","Adulte","Alignement","",50,3,NA,"Tilcor","Feuillu","Non"
"1720093.7683","8295120.3258","Orthophoto","Quartier saint-jean","Rue de phalsbourg","19","10","3",40,"En place","Adulte","Groupe","",20,0,NA,"Carbet","Feuillu","Non"
"1721702.0843","8295572.9323","Orthophoto","Quartier de l'europe","Rue des frères lumière","19","16","2",190,"Supprimé","Adulte","Groupe","",40,0,2018-09-30,"Aeship","Feuillu","Non"
"1721758.0726","8295997.4248","Orthophoto","Quartier de l'europe","Rue du capitaine dumont","19","11","4",100,"En place","Adulte","Groupe","",40,0,NA,"Pinnignig","Conifère","Non"
"1720234.1085","8293618.6501","Orthophoto","Quartier du centre-ville","Rue du colonel driant","19","25","3",165,"En place","Adulte","Alignement","",50,1,NA,"Popnigita","Feuillu","Non"
"1719323.2301","8294238.2082","Orthophoto","Quartier saint-martin - oëstres","Rue du commandant charcot","19","18","3",190,"En place","Adulte","Isolé","",40,0,NA,"Acepse","Feuillu","Non"
"1719341.9389","8295152.9384","Orthophoto","Quartier du vermandois","Rue du commandant jacques-yves cousteau","19","7","2",93,"En place","Adulte","Alignement","",15,NA,NA,"Pinnignig","Conifère","Non"
"1719814.5247","8293631.2762","Orthophoto","Quartier saint-martin - oëstres","Rue du parvis st martin","19","8","3",130,"En place","Adulte","Alignement","",50,0,NA,"Tiltom","Feuillu","Non"
"1719570.5018","8296700.8265","Orthophoto","Quartier saint-jean","Rue du président john fitzgerald kennedy","19","12","2",130,"En place","Adulte","Alignement","",50,1,NA,"Acepla","Feuillu","Non"
"1720064.5003","8295064.831","Orthophoto","Quartier saint-jean","Rue emile billon","19","5","3",190,"En place","Adulte","Alignement","",80,0,NA,"Tiltom","Feuillu","Non"
"1719556.6203","8294909.8241","Orthophoto","Quartier du vermandois","Rue emilie et raymond pierret","19","6","2",55,"En place","Jeune","Alignement","",15,0,NA,"Tilcor","Feuillu","Non"
"1721248.1936","8293786.1406","Orthophoto","Quartier remicourt","Rue etat major","19","5","2",46,"En place","Jeune","Alignement","",20,0,NA,"Carbet","Feuillu","Non"
"1721594.8852","8296187.4152","Orthophoto","Quartier de l'europe","Rue fleming","19","12","5",130,"En place","Adulte","Groupe","",40,0,2018-09-30,"Pinnignig","Conifère","Non"
"1720882.5891","8295493.3384","Orthophoto","Quartier remicourt","Rue fournier","19","8","1",30,"En place","Jeune","Alignement","2013/04/01 00:00:00+00",10,0,NA,"Metgly","Conifère","Non"
"1719175.3125","8293267.2793","Orthophoto","Quartier saint-martin - oëstres","Rue françois mitterrand","19","4","2",23,"En place","Jeune","Isolé","",5,0,NA,"Sorari","Feuillu","Non"
"1720964.9059","8295482.0113","Orthophoto","Quartier remicourt","Rue gaston bonnier","19","6","3",165,"En place","Adulte","Alignement","",50,0,NA,"Tiltom","Feuillu","Non"
"1721639.9699","8295665.0194","Orthophoto","Quartier de l'europe","Rue gay lussac","19","14","2",130,"En place","Adulte","Groupe","",35,0,NA,"Acepla","Feuillu","Non"
"1721537.2114","8295893.2347","Orthophoto","Quartier de l'europe","Rue geoffroy saint-hilaire","19","9","3",120,"En place","Adulte","Alignement","",30,0,NA,"Acepse","Feuillu","Non"
"1721441.5683","8295665.294","Orthophoto","Quartier de l'europe","Rue georges cuvier","19","10","2",55,"En place","Adulte","Groupe","",30,0,NA,"Betpen","Feuillu","Non"
"1721646.2685","8295752.2422","Orthophoto","Quartier de l'europe","Rue henri barbusse","19","12","2",140,"En place","Adulte","Groupe","",35,0,NA,"Tilcor","Feuillu","Non"
"1721095.4755","8295731.3958","Orthophoto","Quartier de l'europe","Rue hertz","19","12","3",105,"En place","Adulte","Isolé","",40,0,NA,"Betpen","Feuillu","Non"
