"X","Y","src_geo","clc_quartier","clc_secteur","id_arbre","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_situation","dte_plantation","age_estim","clc_nbr_diag","dte_abattage","nomfrancais","feuillage","remarquable"
"1718648.6443","8293435.5189","Orthophoto","Quartier saint-martin - oëstres","Avenue du cimetière de la tombelle","23","6","2",80,"En place","Adulte","Alignement","",50,0,NA,"Prucerpis","Feuillu","Non"
"1721493.7488","8293859.2317","Orthophoto","Quartier remicourt","Avenue du général de gaulle","23","5","3",113,"En place","Adulte","Alignement","",45,0,NA,"Tilcor","Feuillu","Non"
"1720250.5196","8293990.534","Orthophoto","Quartier du centre-ville","Avenue faidherbe","23","4","2",25,"En place","Jeune","Alignement","2013/10/01 00:00:00+00",10,0,NA,"Pyrcalcha","Feuillu","Non"
"1721678.6349","8293671.7146","Orthophoto","Quartier du faubourg d'isle","Avenue léo lagrange","23","5","3",40,"Remplacé","Jeune","Alignement","",10,0,2015-04-01,"Quepal","Feuillu","Non"
"1722878.8501","8293104.7735","Orthophoto","Quartier du faubourg d'isle","Avenue pierre chocquart","23","10","2",105,"En place","Adulte","Alignement","",30,0,NA,"Tilcor","Feuillu","Non"
"1721442.8787","8295807.0283","Orthophoto","Quartier de l'europe","Avenue robert schuman","23","13","2",120,"En place","Adulte","Isolé","",35,0,NA,"Prucerpis","Feuillu","Non"
"1720737.7341","8296064.4249","Orthophoto","Quartier saint-jean","Banque alimentaire","23","6","2",16,"En place","Jeune","Alignement","",5,0,NA,"Pruserkan","Feuillu","Non"
"1721403.936","8293260.9382","Orthophoto","Quartier du faubourg d'isle","Boulevard cordier","23","8","3",45,"En place","Adulte","Alignement","",20,0,NA,"Fraangray","Feuillu","Non"
"1719791.3787","8294107.0243","Orthophoto","Quartier saint-martin - oëstres","Boulevard de verdun","23","17","5",180,"En place","Adulte","Alignement","",80,0,NA,"Plaace","Feuillu","Non"
"1721689.9834","8292742.9829","Orthophoto","Quartier du faubourg d'isle","Boulevard du docteur camille guérin","23","16","2",150,"En place","Adulte","Alignement","",40,0,NA,"Plaace","Feuillu","Non"
"1721106.8427","8294738.1103","Orthophoto","Quartier remicourt","Boulevard gambetta","23","8","2",65,"En place","Jeune","Alignement","",15,0,NA,"Lirtul","Feuillu","Non"
"1721810.5843","8294299.0602","Orthophoto","Quartier remicourt","Boulevard jean bouin","23","7","2",115,"En place","Adulte","Alignement","",50,0,NA,"Prucerpis","Feuillu","Non"
"1720906.0608","8293534.1193","Orthophoto","Quartier du centre-ville","Boulevard léon blum","23","14","8",235,"Remplacé","Adulte","Alignement","",80,1,2016-07-01,"Plaace","Feuillu","Non"
"1720324.1094","8294623.6531","Orthophoto","Quartier du centre-ville","Boulevard richelieu","23","6","2",50,"En place","Adulte","Alignement","",50,0,NA,"Aceneg","Feuillu","Non"
"1720923.6036","8294931.3957","Orthophoto","Quartier remicourt","Boulevard roosevelt","23","5","2",61,"Non essouché","Adulte","Alignement","",50,0,2016-06-01,"Cralaepau","Feuillu","Non"
"1720180.7729","8293797.6585","Orthophoto","Quartier du centre-ville","Boulevard victor hugo","23","7","2",75,"En place","Adulte","Alignement","",50,0,NA,"Carbetfas","Feuillu","Non"
"1722444.6992","8292167.1618","","Quartier du faubourg d'isle","Centre technique de l'agglomération","23","5","2",20,"En place","Jeune","Isolé","",10,NA,NA,"Fagsyl","Feuillu","Non"
"1722038.4367","8296259.863","Orthophoto","Omissy","Chemin de morcourt","23","13","2",170,"En place","Adulte","Alignement","",40,0,NA,"Plaace","Feuillu","Non"
"1722597.2616","8293921.596","Orthophoto","Quartier du faubourg d'isle","Cimetière sud - chemin d'harly","23","8","2",95,"En place","Adulte","Isolé","",35,0,NA,"Acepla","Feuillu","Non"
"1722302.6933","8292734.8354","Orthophoto","Quartier de neuville","Ecole élémentaire eugène corette","23","5","2",30,"En place","Jeune","Isolé","",10,0,NA,"Acepse","Feuillu","Non"
"1719352.0106","8294852.1373","Orthophoto","Quartier du vermandois","Ecole maternelle maria montessori","23","15","7",50,"En place","Adulte","Alignement","",30,0,NA,"Carbet","Feuillu","Non"
"1721982.2298","8295983.0234","Orthophoto","Omissy","Ecole maternelle paul bert","23","17","4",100,"En place","Adulte","Groupe","",40,0,NA,"Pinnignig","Conifère","Non"
"1722043.637","8295008.1394","Orthophoto","Quartier remicourt","Ecole primaire françois collery","23","15","2",141,"En place","Adulte","Groupe","",50,0,NA,"Betpen","Feuillu","Non"
"1721380.8883","8295839.2206","Orthophoto","Quartier de l'europe","Ecole primaire pierre laroche","23","16","5",65,"En place","Adulte","Groupe","",40,0,NA,"Betpen","Feuillu","Non"
"1719050.3685","8295236.1802","Orthophoto","Quartier du vermandois","Espace creatis","23","5","2",35,"En place","Jeune","Alignement","",10,NA,NA,"Tilcor","Feuillu","Non"
"1721589.7014","8296269.2417","Orthophoto","Quartier de l'europe","Espace de glisse","23","23","3",133,"En place","Adulte","Groupe","",40,0,NA,"Acepse","Feuillu","Non"
"1721271.022","8292904.3838","","Quartier du faubourg d'isle","Giratoire camille guerin","23","11","0",56,"En place","Jeune","Alignement","",15,NA,NA,"Betpen","Feuillu","Non"
"1719548.9091","8294798.8402","Orthophoto","Quartier saint-jean","Groupe scolaire georges bachy","23","14","0",105,"En place","Adulte","Alignement","",30,0,NA,"Aceneg","Feuillu","Non"
"1721268.5423","8296204.9238","Orthophoto","Quartier de l'europe","Gymnase bertrand gamess","23","7","2",40,"En place","Jeune","Alignement","",10,0,NA,"Quepet","Feuillu","Non"
"1722020.5065","8296268.3509","Orthophoto","Omissy","Gymnase lep","23","17","3",125,"En place","Adulte","Alignement","",35,0,NA,"Acepse","Feuillu","Non"
"1720809.6347","8294845.1822","Orthophoto","Quartier remicourt","Jardin d'horticulture","23","18","3",121,"En place","Adulte","Alignement","",50,0,NA,"Plaace","Feuillu","Non"
"1722647.0164","8294335.7412","Orthophoto","Quartier du faubourg d'isle","Parc animalier du parc d'isle","23","8","2",57,"En place","Jeune","Groupe","",20,0,NA,"Betpen","Feuillu","Non"
"1721958.516","8293836.31","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","23","10","2",60,"En place","Adulte","Alignement","",15,0,NA,"Salalb","Feuillu","Non"
"1721141.7529","8294590.9344","Orthophoto","Quartier remicourt","Parc des champs-elysées","23","24","8",190,"En place","Adulte","Groupe","",80,1,NA,"Tilcor","Feuillu","Non"
"1721513.6203","8293582.1597","Orthophoto","Quartier du faubourg d'isle","Parvis gare","23","6","2",26,"En place","Jeune","Groupe","2016/01/01 00:00:00+00",5,0,NA,"Alnspa","Feuillu","Non"
"1720167.2271","8296236.2575","Orthophoto","Quartier saint-jean","Parvis stade paul debrésie","23","6","2",50,"En place","Adulte","Alignement","",25,0,NA,"Acepse","Feuillu","Non"
"1722283.7331","8295011.2978","Orthophoto","Quartier remicourt","Piscine jean bouin","23","13","2",140,"Supprimé","Adulte","Groupe","",40,0,2017-08-31,"Pinnignig","Conifère","Non"
"1721538.3679","8293382.7887","Orthophoto","Quartier du faubourg d'isle","Place cordier","23","7","3",55,"En place","Jeune","Groupe","",25,0,NA,"Pinsyl","Conifère","Non"
"1721177.9089","8293699.3069","Orthophoto","Quartier du centre-ville","Place du 8 octobre","23","7","2",35,"En place","Jeune","Alignement","",15,0,NA,"Alngluimp","Feuillu","Non"
"1721343.4042","8294340.428","Orthophoto","Quartier remicourt","Place du nain d'alsace","23","9","2",68,"En place","Jeune","Alignement","",25,0,NA,"Aceneg","Feuillu","Non"
"1722030.6014","8293056.3811","Orthophoto","Quartier du faubourg d'isle","Place stalingrad","23","4","0",90,"En place","Jeune","Alignement","",15,0,NA,"Parper","Feuillu","Non"
"1721023.7525","8293486.1584","Orthophoto","Quartier du centre-ville","Quai gayant","23","6","2",25,"En place","Jeune","Alignement","2014/02/01 00:00:00+00",5,0,NA,"Quepal","Feuillu","Non"
"1718418.1352","8292406.5748","Orthophoto","Quartier saint-martin - oëstres","Résidence charleroi","23","7","0",40,"En place","Jeune","Alignement","",10,0,NA,"Carbetfas","Feuillu","Non"
"1719143.2227","8294744.5963","Orthophoto","Quartier du vermandois","Route d'amiens","23","12","2",100,"En place","Adulte","Alignement","",25,0,NA,"Pinnignig","Conifère","Non"
"1719668.0143","8294248.0793","Orthophoto","Quartier saint-martin - oëstres","Rue alexandre dumas","23","8","3",80,"En place","Adulte","Alignement","",20,0,NA,"Betpen","Feuillu","Non"
"1721146.9494","8295535.9843","Orthophoto","Quartier remicourt","Rue ampère","23","7","0",35,"En place","Jeune","Alignement","",10,0,NA,"Fagsyl","Feuillu","Non"
"1721782.8233","8295568.1634","Orthophoto","Quartier de l'europe","Rue archimède","23","12","4",85,"En place","Adulte","Groupe","",25,0,NA,"Plaace","Feuillu","Non"
"1721679.1008","8296073.6655","Orthophoto","Quartier de l'europe","Rue boileau","23","8","0",100,"En place","Adulte","Groupe","",25,0,NA,"Cupleyvar","Conifère","Non"
"1721358.7731","8296098.0338","Orthophoto","Quartier de l'europe","Rue d'alembert","23","3","0",20,"Remplacé","Jeune","Isolé","",5,0,2019-11-30,"Malgol","Feuillu","Non"
"1720819.4811","8294808.8368","Orthophoto","Quartier remicourt","Rue de baudreuil","23","17","3",112,"En place","Adulte","Alignement","",50,0,NA,"Robpse","Feuillu","Non"
"1718895.5853","8294425.3451","Orthophoto","Quartier saint-martin - oëstres","Rue de la chaussée romaine","23","7","3",130,"En place","Adulte","Alignement","",50,0,NA,"Tilcor","Feuillu","Non"
"1722056.2292","8292863.478","Orthophoto","Quartier du faubourg d'isle","Rue de la fère","23","5","3",90,"En place","Adulte","Alignement","",30,0,NA,"Tilcor","Feuillu","Non"
"1718998.7113","8292861.3443","Orthophoto","Quartier saint-martin - oëstres","Rue de paris","23","10","4",140,"En place","Adulte","Alignement","",50,2,NA,"Tilcor","Feuillu","Non"
"1720098.1632","8295123.7303","Orthophoto","Quartier saint-jean","Rue de phalsbourg","23","10","1",100,"En place","Adulte","Groupe","",20,0,NA,"Carbet","Feuillu","Non"
"1721777.4082","8295980.9368","Orthophoto","Quartier de l'europe","Rue du capitaine dumont","23","13","4",160,"En place","Adulte","Isolé","",40,0,NA,"Aescar","Feuillu","Non"
"1720228.0167","8293620.9758","Orthophoto","Quartier du centre-ville","Rue du colonel driant","23","25","3",215,"En place","Adulte","Alignement","",50,1,NA,"Popnigita","Feuillu","Non"
"1719317.2001","8294252.643","Orthophoto","Quartier saint-martin - oëstres","Rue du commandant charcot","23","14","2",50,"En place","Jeune","Isolé","",20,0,NA,"Fraexc","Feuillu","Non"
"1719366.1144","8295171.2623","Orthophoto","Quartier du vermandois","Rue du commandant jacques-yves cousteau","23","7","2",90,"En place","Adulte","Alignement","",15,NA,NA,"Pinnignig","Conifère","Non"
"1719608.2022","8296584.4281","Orthophoto","Quartier saint-jean","Rue du président john fitzgerald kennedy","23","10","2",165,"Non essouché","Adulte","Alignement","",50,1,NA,"Acepla","Feuillu","Non"
"1720084.2856","8295088.2116","Orthophoto","Quartier saint-jean","Rue emile billon","23","5","3",210,"En place","Adulte","Alignement","",80,0,NA,"Tiltom","Feuillu","Non"
"1719496.9404","8294774.4022","Orthophoto","Quartier saint-jean","Rue emilie et raymond pierret","23","6","2",38,"En place","Jeune","Alignement","",15,0,NA,"Tilcor","Feuillu","Non"
"1721581.4813","8296185.3907","Orthophoto","Quartier de l'europe","Rue fleming","23","12","3",85,"Abattu","Adulte","Groupe","",40,0,NA,"Pinnignig","Conifère","Non"
"1720866.0728","8295507.9164","Orthophoto","Quartier remicourt","Rue fournier","23","8","1",30,"En place","Jeune","Alignement","2013/04/01 00:00:00+00",10,0,NA,"Metgly","Conifère","Non"
"1719160.2335","8293360.5436","Orthophoto","Quartier saint-martin - oëstres","Rue françois mitterrand","23","7","3",85,"En place","Jeune","Alignement","",20,0,NA,"Pruavi","Feuillu","Non"
"1720979.7092","8295497.5131","Orthophoto","Quartier remicourt","Rue gaston bonnier","23","6","3",150,"En place","Adulte","Alignement","",50,0,NA,"Tiltom","Feuillu","Non"
"1721618.4877","8295671.1629","Orthophoto","Quartier de l'europe","Rue gay lussac","23","12","2",105,"En place","Adulte","Groupe","",40,0,NA,"Cupari","Conifère","Non"
"1721526.5278","8295909.0961","Orthophoto","Quartier de l'europe","Rue geoffroy saint-hilaire","23","9","3",130,"En place","Adulte","Alignement","",30,0,NA,"Acepla","Feuillu","Non"
"1721553.5064","8295680.9805","Orthophoto","Quartier de l'europe","Rue henri barbusse","23","14","2",80,"En place","Adulte","Groupe","",40,0,NA,"Acecam","Feuillu","Non"
"1721034.4058","8295711.505","Orthophoto","Quartier de l'europe","Rue hertz","23","15","2",185,"En place","Adulte","Alignement","",60,1,NA,"Robpse","Feuillu","Non"
"1721940.5933","8295173.5765","Orthophoto","Quartier remicourt","Rue jacky tabar","23","6","2",19,"En place","Jeune","Alignement","",5,0,NA,"Gletrisun","Feuillu","Non"
"1721124.5989","8292961.7103","Orthophoto","Quartier du faubourg d'isle","Rue jean cocteau","23","8","3",150,"En place","Adulte","Alignement","",30,0,NA,"Acepse","Feuillu","Non"
"1719023.5612","8292903.3572","Orthophoto","Quartier saint-martin - oëstres","Rue jean falloux","23","6","2",139,"En place","Adulte","Groupe","",35,0,NA,"Pruser","Feuillu","Non"
"1721123.1202","8295629.1155","Orthophoto","Quartier de l'europe","Rue joliot curie","23","20","3",265,"Supprimé","Adulte","Isolé","",50,1,2013-10-31,"Salbab","Feuillu","Non"
"1721963.0625","8295768.4025","Orthophoto","Quartier de l'europe","Rue laplace","23","13","4",140,"En place","Adulte","Alignement","",30,0,NA,"Acepla","Feuillu","Non"
"1718573.2199","8295015.4294","Orthophoto","Quartier saint-martin - oëstres","Rue marcel paul","23","12","2.5",120,"En place","Adulte","Alignement","",50,NA,NA,"Tilcor","Feuillu","Non"
"1721011.3431","8295651.5635","Orthophoto","Quartier de l'europe","Rue marconi","23","23","3",140,"En place","Adulte","Groupe","",50,2,NA,"Popcan","Feuillu","Non"
"1718739.4154","8295736.5951","Orthophoto","Quartier du vermandois","Rue paul-emile victor","23","7","2.5",88,"En place","Adulte","Alignement","",15,NA,NA,"Pinwal","Conifère","Non"
"1719355.6303","8295023.8383","Orthophoto","Quartier du vermandois","Rue paul codos","23","8","3",79,"En place","Adulte","Groupe","",15,NA,NA,"Pinnignig","Conifère","Non"
"1722865.8311","8292789.2161","Orthophoto","Quartier de neuville","Rue raoul huguet","23","15","3",139,"En place","Adulte","Alignement","",40,0,NA,"Plaace","Feuillu","Non"
"1718987.1963","8295560.2962","Orthophoto","Quartier du vermandois","Rue théodore monod","23","4","2",20,"En place","Jeune","Alignement","",15,NA,NA,"Sorari","Feuillu","Non"
"1718525.5468","8295416.9365","Orthophoto","Quartier du vermandois","Serpentine nord","23","10","1",110,"En place","Jeune","Groupe","",15,NA,NA,"Cedatl","Conifère","Non"
"1718900.3305","8295224.4193","Orthophoto","Quartier du vermandois","Serpentine sud","23","6","2",54,"En place","Jeune","Groupe","",15,NA,NA,"Salalb","Feuillu","Non"
"1721541.3861","8295982.6724","Orthophoto","Quartier de l'europe","Square de kaiserlautern","23","9","3",90,"En place","Adulte","Alignement","",40,0,NA,"Tilcor","Feuillu","Non"
"1721719.4381","8295864.8764","Orthophoto","Quartier de l'europe","Square des marronniers","23","6","3",80,"En place","Adulte","Isolé","",30,0,NA,"Cersil","Feuillu","Non"
"1721266.6558","8293983.1751","Orthophoto","Quartier remicourt","Square marché franc","23","13","3",130,"En place","Adulte","Groupe","",50,0,NA,"Betpen","Feuillu","Non"
"1720850.4292","8294264.112","Orthophoto","Quartier du centre-ville","Square quentin de la tour","23","10","3",170,"Supprimé","Adulte","Alignement","",50,0,2017-05-31,"Acepse","Feuillu","Non"
"1719955.3131","8293823.0599","Orthophoto","Quartier saint-martin - oëstres","Square romain tricoteaux","23","10","3",90,"En place","Adulte","Groupe","",50,0,NA,"Cassat","Feuillu","Non"
"1718894.1634","8293055.3355","Orthophoto","Quartier saint-martin - oëstres","Stade gaston massot","23","21","6",165,"Supprimé","Adulte","Alignement","",40,0,2017-06-30,"Popcan","Feuillu","Non"
"1719894.2661","8294949.6663","Orthophoto","Quartier saint-jean","Stade municipal plein air","23","15","0",190,"En place","Adulte","Alignement","",50,0,NA,"Acepse","Feuillu","Non"
"1719901.0675","8296507.0237","Orthophoto","Quartier saint-jean","Stade paul debrésie","23","25","2",210,"Supprimé","Vieux","Alignement","",50,1,2018-06-30,"Popnigita","Feuillu","Non"
"1721666.1279","8296232.282","Orthophoto","Omissy","Terrain aventure europe","23","15","4",117,"En place","Jeune","Groupe","",20,0,NA,"Plaace","Feuillu","Non"
"1723111.2744","8293004.2232","Orthophoto","Quartier de neuville","Terrain aventure neuville","23","22","4",220,"En place","Adulte","Alignement","",60,1,NA,"Poptre","Feuillu","Non"
"1721545.4127","8293648.5145","Orthophoto","Quartier du faubourg d'isle","Terrain de mini golf","23","13","3",132,"En place","Adulte","Isolé","",30,0,NA,"Tilcor","Feuillu","Non"
"1722352.5993","8294007.2837","Orthophoto","Quartier du faubourg d'isle","Verger du parc d'isle","23","6","1.5",88,"En place","Adulte","Groupe","",30,0,NA,"Maldomcal","Feuillu","Non"
"1721656.4038","8292625.1444","","Quartier du faubourg d'isle","Zone industrielle st-lazare","23","7","2",40,"En place","Jeune","Alignement","",20,NA,NA,"Tilcor","Feuillu","Non"
"1721504.8968","8292719.117","","Quartier du faubourg d'isle","Zone industrielle st-lazare (bassin)","23","7","2",50,"En place","Jeune","Alignement","",20,NA,NA,"Corcol","Feuillu","Non"
"1718934.4104","8295326.3896","Orthophoto","Quartier du vermandois","Avenue archimède","230","4","0",80,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722408.3886","8294150.4168","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","230","13","4",95,"En place","Adulte","Groupe","",35,0,NA,"Pinnignig","Conifère","Non"
"1720923.9132","8294711.6507","Orthophoto","Quartier remicourt","Parc des champs-elysées","230","14","5",100,"En place","Adulte","Groupe","",80,0,NA,"Plaace","Feuillu","Non"
"1718029.9037","8294724.3428","","Quartier saint-martin - oëstres","Rue andré missenard","230","5","2",36,"En place","Jeune","Isolé","",10,NA,NA,"Corcol","Feuillu","Non"
"1720119.7705","8296523.1343","Orthophoto","Quartier saint-jean","Stade paul debrésie","230","10","2",105,"En place","Adulte","Groupe","",50,0,NA,"Tilcor","Feuillu","Non"
"1721777.5962","8296223.14","Orthophoto","Omissy","Terrain aventure europe","230","12","4",88,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718939.3999","8295320.6385","Orthophoto","Quartier du vermandois","Avenue archimède","231","6","0",110,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722407.5292","8294151.375","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","231","13","5",100,"En place","Adulte","Groupe","",35,0,NA,"Pinnignig","Conifère","Non"
"1720920.0439","8294716.9773","Orthophoto","Quartier remicourt","Parc des champs-elysées","231","21","5",158,"En place","Adulte","Groupe","",80,0,NA,"Plaace","Feuillu","Non"
"1720115.6363","8296499.5971","Orthophoto","Quartier saint-jean","Stade paul debrésie","231","12","1",110,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721781.1393","8296219.9153","Orthophoto","Omissy","Terrain aventure europe","231","12","4",44,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718943.7511","8295315.623","Orthophoto","Quartier du vermandois","Avenue archimède","232","6","0",110,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722406.7692","8294150.2182","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","232","10","2.5",70,"En place","Adulte","Groupe","",35,0,NA,"Pinnignig","Conifère","Non"
"1720928.7133","8294715.8424","Orthophoto","Quartier remicourt","Parc des champs-elysées","232","19","6",136,"En place","Adulte","Groupe","",80,0,NA,"Plaace","Feuillu","Non"
"1720114.6786","8296495.2677","Orthophoto","Quartier saint-jean","Stade paul debrésie","232","12","3",110,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721779.6845","8296221.6568","Orthophoto","Omissy","Terrain aventure europe","232","12","4",104,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718948.4372","8295310.2216","Orthophoto","Quartier du vermandois","Avenue archimède","233","6","0",110,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722407.1991","8294149.0946","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","233","15","5",100,"En place","Adulte","Groupe","",35,0,NA,"Pinnignig","Conifère","Non"
"1720930.9038","8294724.1853","Orthophoto","Quartier remicourt","Parc des champs-elysées","233","22","6",214,"En place","Adulte","Groupe","",80,0,NA,"Acepse","Feuillu","Non"
"1720115.4723","8296490.6741","Orthophoto","Quartier saint-jean","Stade paul debrésie","233","13","2",100,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721777.0007","8296224.4421","Orthophoto","Omissy","Terrain aventure europe","233","12","4",90,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718952.1852","8295313.2849","Orthophoto","Quartier du vermandois","Avenue archimède","234","6","0",110,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722405.2162","8294148.6647","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","234","15","2.5",100,"En place","Adulte","Groupe","",35,0,NA,"Pinnignig","Conifère","Non"
"1720927.0615","8294729.5778","Orthophoto","Quartier remicourt","Parc des champs-elysées","234","21","6",131,"En place","Adulte","Groupe","",80,0,NA,"Acepse","Feuillu","Non"
"1720117.1253","8296487.1713","Orthophoto","Quartier saint-jean","Stade paul debrésie","234","12","2",110,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721775.0692","8296221.1874","Orthophoto","Omissy","Terrain aventure europe","234","12","4",103,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718947.6579","8295318.6815","Orthophoto","Quartier du vermandois","Avenue archimède","235","6","0",110,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722397.7451","8294162.2133","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","235","18","2.5",145,"En place","Adulte","Groupe","",35,0,NA,"Picabi","Conifère","Non"
"1720931.6148","8294732.7926","Orthophoto","Quartier remicourt","Parc des champs-elysées","235","21","10",185,"En place","Adulte","Groupe","",80,0,NA,"Acepse","Feuillu","Non"
"1720119.2739","8296482.8423","Orthophoto","Quartier saint-jean","Stade paul debrésie","235","13","2",120,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721775.5948","8296215.4157","Orthophoto","Omissy","Terrain aventure europe","235","12","4",86,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718943.5049","8295323.632","Orthophoto","Quartier du vermandois","Avenue archimède","236","6","0",95,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722399.5959","8294162.0153","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","236","20","2",110,"En place","Adulte","Groupe","",35,0,NA,"Picabi","Conifère","Non"
"1720935.1006","8294727.4825","Orthophoto","Quartier remicourt","Parc des champs-elysées","236","22","10",238,"En place","Adulte","Groupe","",80,0,NA,"Acepse","Feuillu","Non"
"1720119.7044","8296477.6539","Orthophoto","Quartier saint-jean","Stade paul debrésie","236","11","2",100,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721774.7101","8296214.2078","Orthophoto","Omissy","Terrain aventure europe","236","12","4",90,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718938.3434","8295329.7846","Orthophoto","Quartier du vermandois","Avenue archimède","237","6","0",95,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722399.0007","8294163.8329","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","237","18","2",80,"En place","Adulte","Groupe","",35,0,NA,"Picabi","Conifère","Non"
"1720944.0814","8294733.1589","Orthophoto","Quartier remicourt","Parc des champs-elysées","237","19","7",161,"En place","Adulte","Groupe","",50,0,NA,"Plaace","Feuillu","Non"
"1720125.3096","8296475.4207","Orthophoto","Quartier saint-jean","Stade paul debrésie","237","11","2",110,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721775.8959","8296217.9509","Orthophoto","Omissy","Terrain aventure europe","237","12","4",57,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718934.1091","8295334.8321","Orthophoto","Quartier du vermandois","Avenue archimède","238","6","0",110,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722404.222","8294165.8827","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","238","17","1",170,"En place","Adulte","Isolé","",45,0,NA,"Ginbil","Conifère","Non"
"1720947.4505","8294728.1277","Orthophoto","Quartier remicourt","Parc des champs-elysées","238","19","4",190,"En place","Adulte","Groupe","",50,0,NA,"Plaace","Feuillu","Non"
"1720123.7754","8296480.6024","Orthophoto","Quartier saint-jean","Stade paul debrésie","238","13","4",100,"Supprimé","Adulte","Groupe","",50,0,2016-03-01,"Pinnignig","Conifère","Non"
"1721773.3482","8296214.2964","Orthophoto","Omissy","Terrain aventure europe","238","12","4",102,"En place","Jeune","Groupe","",30,0,NA,"Acecam","Feuillu","Non"
"1718929.5182","8295340.3045","Orthophoto","Quartier du vermandois","Avenue archimède","239","6","0",95,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1722405.7417","8294169.3861","Orthophoto","Quartier du faubourg d'isle","Parc d'isle jacques braconnier","239","14","2",60,"En place","Adulte","Groupe","",35,0,NA,"Picabi","Conifère","Non"
"1720944.1564","8294723.6713","Orthophoto","Quartier remicourt","Parc des champs-elysées","239","22","4",190,"En place","Adulte","Groupe","",50,0,NA,"Plaace","Feuillu","Non"
"1720122.77","8296486.26","Orthophoto","Quartier saint-jean","Stade paul debrésie","239","12","4",100,"En place","Adulte","Groupe","",50,0,NA,"Pinnignig","Conifère","Non"
"1721713.4402","8296287.1402","Orthophoto","Omissy","Terrain aventure europe","239","18","5",158,"En place","Adulte","Groupe","",35,0,NA,"Plaace","Feuillu","Non"
"1722153.7172","8295121.6768","Orthophoto","Quartier remicourt","Auberge de jeunesse","24","16","2",110,"En place","Adulte","Groupe","",50,0,NA,"Thupli","Conifère","Non"
"1718655.9301","8295522.2069","Orthophoto","Quartier du vermandois","Avenue archimède","24","7","0",95,"En place","Jeune","Alignement","",15,NA,NA,"Fagsylfas","Feuillu","Non"
"1721838.3936","8295021.7014","Orthophoto","Quartier remicourt","Avenue aristide briand","24","5","2",25,"En place","Jeune","Alignement","",10,0,NA,"Amelam","Feuillu","Non"
"1721867.0561","8295533.7682","Orthophoto","Quartier de l'europe","Avenue buffon","24","17","2",195,"En place","Adulte","Isolé","",60,0,NA,"Cedatl","Conifère","Non"
"1721642.292","8295099.9222","Orthophoto","Quartier remicourt","Avenue de la république","24","3","2",25,"En place","Jeune","Alignement","2012/11/01 00:00:00+00",8,0,NA,"Acecamros","Feuillu","Non"
"1722099.1123","8295450.7032","Orthophoto","Quartier remicourt","Avenue de la résistance","24","18","2",115,"En place","Adulte","Groupe","",35,0,NA,"Pinnignig","Conifère","Non"
